Early_Retirement|Genero|Enfermedad|Educacion|Estado_Civil|Salario|Empleado|Dependientes|Tasa_desempleo|Mercado|Credit_score|Gov_Bonos|Probabilidad_Retiro_Temprano|Predicted_Early_Retirement
0|0|0|5|1|20000|0|3|5.25041296|44437.16667|643|5.881666667|0.5574170228657653|1
0|0|1|3|1|31000|0|2|4.68199486|37846.16667|618|6.19875|0.1202199772810848|0
0|0|1|3|0|24000|0|3|3.70537487|30373.83333|700|7.9825|0.5430947479130821|1
0|0|1|5|1|28000|1|2|3.38752413|16516.83333|611|8.589166667|0.20368572348227626|0
0|1|1|4|0|19000|0|1|5.59830462|36109.5|669|6.61|0.07282269641653286|0
0|0|0|4|0|35000|1|1|4.78069453|36109.5|658|6.61|0.059143662225680044|0
0|0|0|5|0|26000|0|2|4.68199486|37846.16667|747|6.19875|0.15445455906530842|0
0|0|1|3|0|20000|0|1|3.38752413|16516.83333|719|8.589166667|0.05758276521612552|0
0|1|0|5|1|19000|0|1|3.22742853|30804.0|618|8.431666667|0.1880610355819603|0
0|0|1|4|0|29000|1|1|4.78069453|36109.5|656|6.61|0.04485018391457223|0
0|1|0|4|1|31000|0|2|5.36220735|35583.16667|616|6.431666667|0.27860405456799914|0
0|0|1|5|1|33000|1|2|3.38752413|16516.83333|612|8.589166667|0.16586271482434814|0
0|0|1|5|1|16000|1|1|4.06666964|29309.33333|732|7.521666667|0.080425788430286|0
0|0|1|3|0|16000|0|2|3.84357001|24066.16667|735|7.715833333|0.23558780655705466|0
0|1|1|3|1|19000|0|1|5.77682986|27335.5|791|8.079916667|0.09931494707510115|0
0|1|1|4|0|23000|0|1|5.05485168|37846.16667|800|6.19875|0.05731299317519218|0
0|0|0|3|1|23000|0|1|4.3|44555.83333|738|5.981666667|0.07883382147513646|0
0|1|0|4|1|22000|0|2|5.35522049|30100.5|696|7.96275|0.42364972985237825|0
0|0|1|5|1|23000|0|3|3.78502178|30804.0|620|8.431666667|0.4982711900158819|0
0|0|1|5|0|29000|0|2|5.11135844|32304.66667|603|7.193916667|0.09009489697709447|0
0|1|0|3|1|26000|0|1|5.14091293|40243.16667|641|6.096666667|0.1205773658524384|0
0|0|0|5|1|30000|1|2|4.15050313|42857.16667|696|5.604166667|0.23748083213883014|0
0|0|0|4|1|21000|0|1|4.2|43587.5|689|6.165|0.07511196675057939|0
0|1|0|3|1|36000|1|2|3.31364755|30373.83333|695|7.9825|0.5242602869963044|1
0|1|1|5|1|25000|0|1|4.90678778|44426.0|723|5.095083333|0.04258449522127957|0
0|1|1|3|0|22000|0|2|5.05485168|37846.16667|788|6.19875|0.2697065330875665|0
0|0|0|4|1|34000|1|1|4.2|43587.5|709|6.165|0.07164293595589472|0
0|1|0|4|0|21000|0|2|3.41905047|12789.0|603|9.910833333|0.5216362899580793|1
0|1|1|3|0|19000|0|2|5.35522049|30100.5|725|7.96275|0.35182897012358794|0
0|0|0|3|1|19000|0|3|5.1950095|31577.33333|609|7.701083333|0.7085502711872057|1
0|1|1|3|1|25000|0|2|4.94709939|36093.16667|766|6.358333333|0.25708481088145707|0
0|1|0|3|0|34000|1|1|4.75727494|40418.0|743|6.365083333|0.14493655452456636|0
0|0|0|5|1|20000|0|3|3.70537487|30373.83333|746|7.9825|0.6396183601028985|1
0|1|0|5|0|20000|0|1|4.78107286|39064.0|710|5.945|0.09818735933187694|0
0|1|1|5|1|26000|1|1|3.58429637|13227.5|757|10.07416667|0.13073950033951828|0
0|0|0|5|1|33000|1|2|5.22030741|36600.0|672|7.11|0.2254288617105866|0
0|1|0|5|0|24000|0|2|3.22742853|30804.0|653|8.431666667|0.43594641805284823|0
0|1|0|3|0|25000|0|2|5.05485168|37846.16667|679|6.19875|0.37883987660089896|0
0|1|1|4|1|25000|1|2|4.28381716|42857.16667|603|5.604166667|0.37209556535887545|0
0|1|0|4|1|31000|0|2|4.6|44100.16667|607|6.0575|0.31801019379796114|0
0|1|0|4|0|19000|0|2|2.93965649|19520.66667|738|8.896666667|0.5211728529445531|1
0|0|0|3|0|21000|0|2|4.72142055|22755.0|620|7.940833333|0.29631774578847914|0
0|0|0|4|0|16000|0|1|4.15050313|42857.16667|759|5.604166667|0.07677677477221159|0
0|0|0|3|0|24000|0|2|4.04175506|21536.0|748|8.66|0.29779388049680067|0
0|1|0|4|0|37000|1|1|4.2|43587.5|689|6.165|0.11713834604780876|0
0|0|0|4|1|16000|0|2|3.78502178|30804.0|713|8.431666667|0.39424848436533827|0
0|1|1|3|0|18000|0|2|5.0356035|19439.0|603|8.024166667|0.3437378121341276|0
0|1|1|3|0|23000|0|3|2.96690257|16516.83333|753|8.589166667|0.7106861791132993|1
0|1|1|5|0|23000|0|1|5.35396094|31577.33333|756|7.701083333|0.056289555082920134|0
0|1|0|3|1|32000|0|1|3.44487597|24066.16667|770|7.715833333|0.11035582008308466|0
0|1|1|3|1|35000|1|1|5.0356035|19439.0|666|8.024166667|0.08343081919698846|0
0|1|0|4|0|23000|0|2|3.14890585|30115.33333|601|7.608333333|0.4623256716688423|0
0|1|1|5|1|27000|1|1|4.94709939|36093.16667|637|6.358333333|0.08005764259829432|0
0|0|0|5|0|31000|0|3|5.22030741|36600.0|680|7.11|0.4314189596766274|0
0|0|0|3|0|19000|0|1|4.15050313|42857.16667|753|5.604166667|0.08163009757699852|0
0|0|0|5|1|20000|0|1|3.63669268|30115.33333|760|7.608333333|0.07048948942896636|0
0|1|0|5|1|36000|1|1|5.4584248|32076.33333|602|6.318333333|0.08049167895206324|0
0|1|0|3|0|21000|0|2|4.90678778|44426.0|790|5.095083333|0.3894010733495043|0
0|1|0|5|1|36000|1|1|5.35396094|31577.33333|754|7.701083333|0.09921728187013679|0
0|1|1|4|0|19000|0|1|3.71008358|27256.0|723|7.8225|0.09751252501889461|0
0|1|1|5|0|25000|0|1|5.02379729|42063.16667|656|5.414833333|0.042050739077678645|0
0|0|0|3|1|38000|1|2|4.82778981|41229.83333|612|5.91|0.24061226337154232|0
0|0|0|4|1|22000|0|2|5.74138196|32076.33333|688|6.318333333|0.19444515179295713|0
0|0|0|4|1|34000|1|1|3.46916133|19520.66667|698|8.896666667|0.08943961966959318|0
0|1|0|4|1|36000|1|2|3.66114181|20563.0|672|8.315833333|0.4335147799132676|0
0|1|0|3|0|16000|0|1|3.4686843|14487.16667|610|8.983333333|0.2378990383266875|0
0|1|0|4|0|34000|1|2|5.05485168|37846.16667|797|6.19875|0.35186913786100665|0
0|1|0|5|0|20000|0|1|4.29406689|44425.83333|699|5.8425|0.1124863374659451|0
0|0|0|5|1|18000|0|2|4.8864339|40418.0|685|6.365083333|0.24103770625041657|0
0|0|0|5|1|23000|0|2|4.3801824|30573.16667|768|7.733416667|0.22044511571394218|0
0|1|0|5|1|24000|0|1|4.90678778|44426.0|795|5.095083333|0.07540229751769223|0
0|1|0|3|0|22000|0|1|4.29406689|44425.83333|776|5.8425|0.1444452909853856|0
0|0|0|4|1|26000|0|2|4.83260494|41912.16667|743|5.567416667|0.1814593463315094|0
0|0|1|1|1|18000|0|1|3.46916133|19520.66667|744|8.896666667|0.10853793046149648|0
0|1|1|3|0|18000|0|1|3.66114181|20563.0|668|8.315833333|0.1250388948508318|0
0|1|0|4|1|36000|1|1|5.32080167|37332.5|661|7.508333333|0.13367633657310476|0
0|1|0|5|1|15000|0|2|5.02379729|42063.16667|741|5.414833333|0.3816231268350897|0
0|0|1|3|0|17000|0|1|5.83158683|35583.16667|770|6.431666667|0.04292715491504274|0
0|0|1|4|1|35000|1|1|6.74115103|27335.5|748|8.079916667|0.030599527367476217|0
0|0|0|5|1|32000|0|1|5.22030741|36600.0|783|7.11|0.03262617984167205|0
0|1|1|4|1|26000|1|1|5.24425019|36600.0|651|7.11|0.11429299163346963|0
0|1|0|3|0|15000|0|1|3.14890585|30115.33333|698|7.608333333|0.2460553955052702|0
0|1|1|4|1|20000|0|1|4.75727494|40418.0|759|6.365083333|0.07995811868626387|0
0|1|1|4|0|34000|1|1|3.31364755|30373.83333|745|7.9825|0.0971660789065428|0
0|0|1|3|0|20000|0|2|4.32400469|14487.16667|642|8.983333333|0.21461586106183025|0
0|1|0|5|0|39000|1|3|3.76339417|29309.33333|640|7.521666667|0.6984143922913308|1
0|1|0|4|1|17000|1|1|5.77682986|27335.5|651|8.079916667|0.26181037737617735|0
0|0|0|4|1|23000|0|1|4.94922646|19439.0|732|8.024166667|0.057846891806608534|0
0|0|0|5|1|25000|0|2|4.53300508|44425.83333|656|5.8425|0.18626943220207623|0
0|0|1|3|0|18000|0|1|4.53300508|44425.83333|789|5.8425|0.04968097308350605|0
0|0|0|3|1|40000|1|3|3.46916133|19520.66667|699|8.896666667|0.658848546654131|1
0|0|1|5|1|15000|0|2|5.83158683|35583.16667|738|6.431666667|0.1390190307892402|0
0|1|1|3|1|19000|0|1|4.75727494|40418.0|720|6.365083333|0.10361062381011152|0
0|0|0|5|0|27000|0|1|4.54175572|20563.0|600|8.315833333|0.04509098709024701|0
0|1|1|3|0|28000|0|2|5.35522049|30100.5|726|7.96275|0.2565720103881393|0
0|0|0|4|1|39000|1|1|5.74138196|32076.33333|756|6.318333333|0.03796751560807655|0
0|1|1|3|0|22000|0|1|5.34449117|22755.0|728|7.940833333|0.07997131179483373|0
0|1|1|4|1|20000|0|2|4.78107286|39064.0|775|5.945|0.2610113893414974|0
0|1|1|4|1|28000|0|1|3.14890585|30115.33333|617|7.608333333|0.07726532374465304|0
0|1|1|5|0|20000|0|1|3.76339417|29309.33333|632|7.521666667|0.0776300719570946|0
0|0|0|3|1|34000|1|1|4.70796553|36093.16667|647|6.358333333|0.07693970734956108|0
0|1|0|5|1|38000|1|3|3.96172167|26982.33333|666|8.568333333|0.7493221283822605|1
0|0|0|4|1|34000|1|1|4.72142055|22755.0|777|7.940833333|0.06428222347505519|0
0|1|0|5|0|20000|0|1|3.44487597|24066.16667|622|7.715833333|0.13104173853798962|0
0|1|1|5|0|29000|1|1|4.2|43587.5|660|6.165|0.08235484455498979|0
0|1|1|5|0|19000|0|1|4.3|44555.83333|710|5.981666667|0.07024445866888195|0
0|1|1|4|1|18000|1|1|5.0356035|19439.0|643|8.024166667|0.14878972880445718|0
0|1|0|3|1|30000|1|2|5.34449117|22755.0|787|7.940833333|0.48068669740917047|0
0|0|0|4|1|32000|0|3|4.69723033|41661.66667|607|6.199|0.4877169455340967|0
0|1|0|5|1|35000|1|2|3.66114181|20563.0|726|8.315833333|0.38694239343940073|0
0|0|0|5|0|40000|1|2|4.98618179|42063.16667|732|5.414833333|0.12841665716204756|0
0|0|1|4|0|16000|0|1|3.70537487|30373.83333|625|7.9825|0.06501508743387839|0
0|0|1|5|1|34000|1|2|4.70796553|36093.16667|613|6.358333333|0.12391421529790263|0
0|1|0|4|1|31000|0|2|4.29406689|44425.83333|758|5.8425|0.3006744498782691|0
0|0|1|4|0|29000|0|2|3.46916133|19520.66667|716|8.896666667|0.14050008742757317|0
0|0|1|3|0|20000|0|3|4.87568406|44426.0|746|5.095083333|0.45676131959628546|0
0|0|0|4|1|26000|1|3|4.98618179|42063.16667|712|5.414833333|0.6468019327862101|1
0|0|1|4|1|32000|0|1|4.87568406|44426.0|710|5.095083333|0.018348119360364956|0
0|1|0|5|0|32000|0|1|4.28381716|42857.16667|628|5.604166667|0.062223073120954535|0
0|1|1|5|1|38000|1|2|4.98532915|40216.83333|695|5.3995|0.1638885575655419|0
0|0|0|4|1|22000|0|1|5.74138196|32076.33333|753|6.318333333|0.047910925722270556|0
0|0|0|5|1|34000|1|1|4.34354688|27256.0|604|7.8225|0.0636470415369634|0
0|0|1|4|1|23000|0|2|4.83260494|41912.16667|654|5.567416667|0.12981128223602373|0
0|1|0|5|1|29000|0|1|5.0356035|19439.0|784|8.024166667|0.06882502718296743|0
0|0|0|5|0|31000|0|2|5.83158683|35583.16667|636|6.431666667|0.1153481177855627|0
0|0|0|3|1|17000|0|3|4.53300508|44425.83333|676|5.8425|0.7065231377858877|1
0|1|1|3|0|25000|0|1|5.19011599|32304.66667|767|7.193916667|0.0708341784734434|0
0|1|1|5|0|40000|1|1|5.34449117|22755.0|683|7.940833333|0.04153854771073365|0
0|0|0|4|0|29000|1|2|3.63669268|30115.33333|788|7.608333333|0.322054714723954|0
0|0|0|3|1|31000|0|1|3.46916133|19520.66667|729|8.896666667|0.0701050657222738|0
0|0|0|4|0|39000|1|2|3.46916133|19520.66667|719|8.896666667|0.248242411573745|0
0|0|0|5|1|23000|0|2|4.06666964|29309.33333|653|7.521666667|0.22589554736828327|0
0|1|1|5|0|39000|1|1|5.4584248|32076.33333|794|6.318333333|0.034177024769003334|0
0|1|0|4|0|23000|0|1|5.35396094|31577.33333|690|7.701083333|0.121781318389231|0
0|1|1|5|0|20000|0|2|5.35396094|31577.33333|735|7.701083333|0.24526128638257952|0
0|0|0|3|1|16000|1|1|4.94922646|19439.0|798|8.024166667|0.16156793360525848|0
0|1|1|1|0|16000|1|1|4.58965589|41661.66667|672|6.199|0.2711375032901041|0
0|0|1|4|0|21000|0|1|4.3801824|30573.16667|794|7.733416667|0.04116089618013634|0
0|1|1|3|1|25000|0|2|5.35522049|30100.5|726|7.96275|0.2984361906496214|0
0|0|0|5|1|33000|0|1|5.22030741|36600.0|629|7.11|0.03364481818755047|0
0|0|1|4|0|26000|1|2|3.78502178|30804.0|636|8.431666667|0.2827775913522921|0
0|1|0|3|1|40000|1|2|4.3|44555.83333|662|5.981666667|0.40478952677078167|0
0|0|0|4|0|30000|0|1|4.72142055|22755.0|622|7.940833333|0.04454346881751919|0
0|1|0|4|1|34000|1|1|5.34449117|22755.0|783|7.940833333|0.11674366616468267|0
0|0|1|4|0|40000|1|2|4.69723033|41661.66667|740|6.199|0.10957817460244057|0
0|0|0|5|1|18000|0|1|4.53300508|44425.83333|611|5.8425|0.06711005670337403|0
0|1|1|4|0|19000|0|1|3.76339417|29309.33333|785|7.521666667|0.09177825942328531|0
0|1|0|3|0|18000|0|1|4.75727494|40418.0|776|6.365083333|0.1677976382909252|0
0|1|0|5|1|33000|1|1|5.32080167|37332.5|747|7.508333333|0.12152900509207752|0
0|1|0|5|1|34000|1|1|5.14091293|40243.16667|656|6.096666667|0.0986481567945671|0
0|0|1|5|0|19000|0|3|4.98618179|42063.16667|728|5.414833333|0.37016780976166525|0
0|0|1|3|1|21000|0|1|5.39200968|40243.16667|638|6.096666667|0.04301937427316123|0
0|1|0|3|1|40000|1|1|5.0356035|19439.0|611|8.024166667|0.11667804905121726|0
0|0|0|3|0|15000|0|1|6.74115103|27335.5|608|8.079916667|0.09632181296473188|0
0|0|1|4|0|20000|0|2|3.84357001|24066.16667|784|7.715833333|0.1654385758863933|0
0|1|1|5|0|27000|0|1|4.29406689|44425.83333|772|5.8425|0.045190488950101526|0
0|1|0|3|0|37000|1|1|4.88226702|41912.16667|783|5.567416667|0.10799475137253554|0
0|1|1|4|0|40000|1|1|4.92918489|41229.83333|634|5.91|0.050460714997606404|0
0|0|1|5|0|21000|0|2|5.1950095|31577.33333|745|7.701083333|0.13023547220372506|0
0|1|0|4|0|29000|0|2|3.58429637|13227.5|623|10.07416667|0.42473928494454943|0
0|1|1|3|1|31000|0|2|4.90678778|44426.0|629|5.095083333|0.19740036621800938|0
0|0|0|5|1|39000|1|2|5.25041296|44437.16667|642|5.881666667|0.161921384990142|0
0|1|1|4|1|15000|0|2|4.98532915|40216.83333|699|5.3995|0.2942953834505724|0
0|0|1|4|1|17000|0|3|4.86656602|37332.5|620|7.508333333|0.5713046394147742|1
0|1|0|4|1|33000|1|2|4.75727494|40418.0|662|6.365083333|0.4245866845987556|0
0|1|0|3|1|21000|0|2|2.93965649|19520.66667|733|8.896666667|0.5644807097132308|1
0|0|1|3|0|39000|1|2|4.04175506|21536.0|654|8.66|0.17610541658554518|0
0|0|1|4|1|27000|1|1|5.25041296|44437.16667|614|5.881666667|0.050236217917672944|0
0|0|0|4|0|34000|1|2|3.63669268|30115.33333|734|7.608333333|0.2755065101426282|0
0|1|0|5|0|40000|1|2|4.29406689|44425.83333|624|5.8425|0.2922446437665628|0
0|0|0|4|1|23000|0|1|4.32400469|14487.16667|798|8.983333333|0.06748401827270054|0
0|1|1|5|1|32000|0|2|3.22742853|30804.0|671|8.431666667|0.23053692950443752|0
0|0|1|4|1|36000|1|2|3.70537487|30373.83333|741|7.9825|0.17824801561583176|0
0|0|1|5|0|25000|0|1|4.6|44100.16667|694|6.0575|0.025376979279186106|0
0|0|0|4|1|29000|1|1|5.22030741|36600.0|644|7.11|0.08806356271678369|0
0|0|0|3|1|35000|1|1|3.84357001|24066.16667|791|7.715833333|0.0809569176996292|0
0|0|0|3|0|16000|1|1|4.98618179|42063.16667|620|5.414833333|0.1475206102606122|0
0|1|1|5|0|34000|1|1|3.71008358|27256.0|612|7.8225|0.07439482125607469|0
0|1|0|5|0|31000|0|3|5.59830462|36109.5|784|6.61|0.5592954281897419|1
0|0|0|4|0|18000|1|2|5.11135844|32304.66667|653|7.193916667|0.40979132587591266|0
0|1|0|4|1|40000|1|2|4.58965589|41661.66667|725|6.199|0.33631706470361533|0
0|0|0|5|0|20000|0|3|4.38253338|26982.33333|674|8.568333333|0.6289715808226041|1
0|1|0|4|1|25000|0|2|3.58429637|13227.5|708|10.07416667|0.47769643757489016|0
0|1|1|5|1|39000|1|1|3.31364755|30373.83333|637|7.9825|0.07052383708252812|0
0|0|1|4|1|25000|0|2|4.78069453|36109.5|645|6.61|0.13319570730996091|0
0|0|1|4|1|18000|0|1|3.63669268|30115.33333|647|7.608333333|0.05739672188045082|0
0|0|1|3|1|33000|1|2|5.74138196|32076.33333|734|6.318333333|0.14604832921206168|0
0|1|1|4|1|15000|0|1|2.96690257|16516.83333|612|8.589166667|0.1362843811182192|0
0|1|1|4|1|38000|1|2|5.23935845|44437.16667|658|5.881666667|0.22432642768258976|0
0|1|0|4|0|23000|0|2|5.35396094|31577.33333|715|7.701083333|0.3880089497432572|0
0|1|1|4|1|23000|0|1|4.75727494|40418.0|688|6.365083333|0.07203386300097317|0
0|1|1|5|0|15000|0|1|4.90678778|44426.0|732|5.095083333|0.06456748905438278|0
0|0|1|3|1|24000|0|1|4.69723033|41661.66667|746|6.199|0.04039050588104481|0
0|1|0|5|0|33000|1|2|4.3|44555.83333|678|5.981666667|0.37077627333975427|0
0|1|0|5|1|21000|0|2|3.66114181|20563.0|665|8.315833333|0.41652617639074413|0
0|1|0|5|1|36000|1|1|5.0356035|19439.0|651|8.024166667|0.09339750921570117|0
0|0|1|3|0|19000|0|1|4.31879538|13227.5|641|10.07416667|0.07163926677528272|0
0|0|0|3|0|27000|0|1|4.53300508|44425.83333|776|5.8425|0.057203398684774254|0
0|0|0|5|1|36000|1|2|5.03775575|30100.5|602|7.96275|0.2208560354687498|0
0|1|0|4|0|37000|1|1|4.58965589|41661.66667|745|6.199|0.10609479304751766|0
0|1|0|5|0|19000|0|2|4.88226702|41912.16667|766|5.567416667|0.33055943768623036|0
0|0|1|4|1|19000|0|3|3.84357001|24066.16667|726|7.715833333|0.5136188583408191|1
0|0|1|5|0|16000|0|3|5.1950095|31577.33333|631|7.701083333|0.4866164628017092|0
0|0|1|4|1|20000|0|1|3.65529884|18716.66667|747|8.200833333|0.04543820442258103|0
0|0|0|5|0|34000|1|1|5.83158683|35583.16667|638|6.431666667|0.0427211866183462|0
0|0|1|4|0|18000|0|3|4.3801824|30573.16667|751|7.733416667|0.5229964098677787|1
0|1|1|4|0|18000|1|1|2.96690257|16516.83333|621|8.589166667|0.1903984710310788|0
0|1|0|3|1|39000|1|1|3.76339417|29309.33333|762|7.521666667|0.14121600485139713|0
0|1|1|4|0|19000|0|3|3.44487597|24066.16667|703|7.715833333|0.6903446157534274|1
0|0|0|4|0|22000|0|2|5.11135844|32304.66667|734|7.193916667|0.22758514712920133|0
0|0|0|4|0|28000|0|2|5.83158683|35583.16667|625|6.431666667|0.1588964703766666|0
0|1|1|3|0|22000|0|2|3.66114181|20563.0|734|8.315833333|0.34333838630426705|0
0|1|1|5|0|19000|0|1|2.93965649|19520.66667|764|8.896666667|0.09356298984982483|0
0|0|0|4|0|20000|0|2|4.82778981|41229.83333|647|5.91|0.24071023456607377|0
0|0|0|4|0|20000|0|3|4.3801824|30573.16667|760|7.733416667|0.6413139274785069|1
0|0|1|4|0|29000|1|3|3.59050539|12789.0|733|9.910833333|0.5996679014501107|1
0|1|0|4|0|20000|0|1|4.6|44100.16667|753|6.0575|0.13244383189970868|0
0|1|1|3|1|25000|0|1|4.28381716|42857.16667|673|5.604166667|0.0763735600027477|0
0|1|1|4|1|30000|1|2|2.96690257|16516.83333|702|8.589166667|0.37706083333166435|0
0|1|1|3|1|15000|0|2|4.75727494|40418.0|615|6.365083333|0.4091556830005405|0
0|0|1|3|1|15000|0|1|4.69723033|41661.66667|627|6.199|0.06585323893067438|0
0|1|0|5|1|22000|0|1|5.35396094|31577.33333|759|7.701083333|0.10736096165025183|0
0|0|0|4|1|27000|0|1|5.22030741|36600.0|681|7.11|0.0536724244753047|0
0|1|1|3|1|20000|0|1|3.58429637|13227.5|636|10.07416667|0.15276078676044164|0
0|0|0|3|1|30000|1|1|5.25041296|44437.16667|745|5.881666667|0.08694060720718902|0
0|1|0|3|1|17000|1|1|3.71008358|27256.0|800|7.8225|0.33494608888539473|0
0|1|0|4|1|20000|0|1|3.52061247|30573.16667|669|7.733416667|0.1788487879758905|0
0|1|1|3|0|15000|0|1|4.90678778|44426.0|641|5.095083333|0.10006302763094099|0
0|0|1|4|1|31000|0|2|4.15050313|42857.16667|632|5.604166667|0.1019388077455859|0
0|0|0|3|1|35000|1|1|4.15050313|42857.16667|628|5.604166667|0.07680211779445399|0
0|0|0|3|1|39000|1|2|5.22030741|36600.0|751|7.11|0.2405514045768031|0
0|1|0|3|1|18000|0|2|5.05485168|37846.16667|717|6.19875|0.4738776478261302|0
0|0|0|3|1|27000|1|2|4.04175506|21536.0|625|8.66|0.43247784316553134|0
0|1|0|5|1|17000|1|1|4.28381716|42857.16667|768|5.604166667|0.203882577115509|0
0|0|1|5|1|33000|1|1|3.63669268|30115.33333|706|7.608333333|0.039729296085491535|0
0|0|1|4|0|23000|0|1|4.54175572|20563.0|725|8.315833333|0.03561599522293502|0
0|0|0|3|1|18000|0|1|4.68199486|37846.16667|621|6.19875|0.09299824853893959|0
0|1|0|5|1|40000|1|2|3.96172167|26982.33333|733|8.568333333|0.3601956894998717|0
0|1|1|5|0|15000|0|2|5.02379729|42063.16667|786|5.414833333|0.2387931961219051|0
0|1|0|4|1|27000|1|1|5.05485168|37846.16667|733|6.19875|0.15447906147577103|0
0|1|0|1|1|18000|0|1|4.26439053|21536.0|772|8.66|0.28803195548407273|0
0|0|1|4|1|37000|1|1|5.11135844|32304.66667|703|7.193916667|0.03180941758360469|0
0|1|0|3|0|22000|0|1|4.6|44100.16667|633|6.0575|0.15421012273515253|0
0|0|0|4|1|31000|0|3|5.39200968|40243.16667|703|6.096666667|0.4520093487777433|0
0|1|0|3|1|37000|1|1|3.31364755|30373.83333|600|7.9825|0.19219318306625433|0
0|1|1|5|1|29000|0|2|5.14091293|40243.16667|768|6.096666667|0.15515420184547254|0
0|1|0|5|1|25000|0|1|5.19011599|32304.66667|777|7.193916667|0.0866775014893955|0
0|0|1|4|0|20000|0|3|4.38253338|26982.33333|774|8.568333333|0.5235664777024815|1
0|0|0|3|1|31000|0|2|4.53300508|44425.83333|771|5.8425|0.1963964279767194|0
0|0|0|4|1|25000|0|1|4.78069453|36109.5|632|6.61|0.05705269853636612|0
0|0|0|3|0|37000|1|1|4.70796553|36093.16667|761|6.358333333|0.05983179542221646|0
0|1|0|3|1|40000|1|1|4.6|44100.16667|753|6.0575|0.11928460009617815|0
0|0|0|3|1|33000|1|1|4.04175506|21536.0|787|8.66|0.10038865291995824|0
0|0|1|5|0|27000|0|1|4.3|44555.83333|728|5.981666667|0.023317602738815883|0
0|1|1|4|1|20000|0|2|4.78107286|39064.0|725|5.945|0.26618271273043276|0
0|0|1|3|0|21000|0|2|4.3|44555.83333|705|5.981666667|0.18853390643760307|0
0|1|1|5|1|38000|1|1|4.90678778|44426.0|793|5.095083333|0.03952791918689826|0
0|0|0|5|1|15000|0|2|5.25041296|44437.16667|736|5.881666667|0.24957536778984116|0
0|1|1|4|0|19000|0|2|3.96172167|26982.33333|726|8.568333333|0.3619588196222333|0
0|0|1|3|1|20000|0|3|5.39200968|40243.16667|769|6.096666667|0.4862347466770257|0
0|0|1|3|1|26000|1|2|6.74115103|27335.5|743|8.079916667|0.22213535920637406|0
0|0|0|4|1|22000|0|1|4.82778981|41229.83333|791|5.91|0.05727021341795324|0
0|0|0|4|0|28000|1|3|5.39200968|40243.16667|724|6.096666667|0.6228527188283367|1
0|0|0|4|1|30000|1|2|4.78069453|36109.5|605|6.61|0.2899434643721242|0
0|0|0|5|1|35000|1|3|5.74138196|32076.33333|751|6.318333333|0.4560723368633285|0
0|0|1|5|1|17000|0|1|4.38253338|26982.33333|728|8.568333333|0.049604784570295414|0
0|1|0|4|1|33000|1|1|4.94709939|36093.16667|677|6.358333333|0.1239061362953158|0
0|0|0|5|0|34000|1|2|4.38253338|26982.33333|639|8.568333333|0.25398432319849945|0
0|0|1|4|0|16000|0|3|5.39200968|40243.16667|792|6.096666667|0.46536176460123385|0
0|0|1|5|1|20000|0|3|4.34354688|27256.0|737|7.8225|0.4510059300455708|0
0|1|0|5|0|28000|0|2|4.58965589|41661.66667|751|6.199|0.27369305506218955|0
0|1|0|4|0|38000|1|1|3.76339417|29309.33333|711|7.521666667|0.11917444185594471|0
0|1|1|4|1|17000|1|1|4.88226702|41912.16667|632|5.567416667|0.14480790865455118|0
0|0|0|3|1|24000|0|1|5.1950095|31577.33333|663|7.701083333|0.07883308907568659|0
0|0|0|4|0|36000|1|1|4.72142055|22755.0|691|7.940833333|0.057809374785083016|0
0|1|1|3|1|38000|1|1|5.02379729|42063.16667|647|5.414833333|0.06447228703239988|0
0|0|0|3|0|40000|1|1|4.70796553|36093.16667|782|6.358333333|0.05134467097190325|0
0|0|0|2|0|16000|1|1|5.83158683|35583.16667|789|6.431666667|0.16208623700629493|0
0|0|0|4|0|36000|1|1|4.53300508|44425.83333|665|5.8425|0.057509382982450764|0
0|1|0|4|0|40000|1|3|3.41905047|12789.0|742|9.910833333|0.7692208566784097|1
0|1|0|3|1|20000|0|2|4.78107286|39064.0|778|5.945|0.4418044922741111|0
0|1|1|4|1|27000|0|2|4.98532915|40216.83333|690|5.3995|0.1865005485315244|0
0|1|1|4|1|17000|1|2|3.44487597|24066.16667|754|7.715833333|0.5032711147585393|1
0|1|0|3|0|35000|1|2|2.96690257|16516.83333|756|8.589166667|0.4920101016114929|0
0|1|0|3|0|25000|0|2|3.58429637|13227.5|765|10.07416667|0.5090402859349756|1
0|1|0|4|0|35000|1|2|2.96690257|16516.83333|655|8.589166667|0.45207510598953754|0
0|0|0|3|0|35000|1|1|5.11135844|32304.66667|797|7.193916667|0.06817323081710153|0
0|0|1|3|0|32000|0|3|4.15050313|42857.16667|686|5.604166667|0.36220971434335925|0
0|0|0|4|1|21000|0|2|4.6|44100.16667|684|6.0575|0.2608143643788177|0
0|0|1|3|0|17000|0|1|4.78069453|36109.5|791|6.61|0.05087280414831289|0
0|1|0|5|0|23000|0|3|4.26439053|21536.0|768|8.66|0.7305815195160661|1
0|0|0|3|0|29000|0|1|4.82778981|41229.83333|643|5.91|0.05126430406430028|0
0|1|0|3|1|32000|0|4|4.92918489|41229.83333|709|5.91|0.9072952706946951|1
0|1|0|3|0|27000|1|3|3.31364755|30373.83333|723|7.9825|0.8817893756444322|1
0|0|0|5|1|31000|0|4|3.84357001|24066.16667|709|7.715833333|0.7980163332213998|1
