SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR,Cluster
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,60,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,40,50,40,85,75,10,0
40,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,70,40,85,75,10,0
60,10,66,100,50,60,100,70,50,50,24,60,60,50,55,10,50,60,60,45,45,45,50,40,60,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,40,50,60,85,75,10,0
60,10,66,100,50,60,100,70,50,25,24,60,60,50,55,10,50,60,60,45,45,45,50,60,60,50,60,85,75,10,0
